6.307380	0.520224
6.908083	1.560672
6.307380	2.601120
6.908083	3.641568
6.307380	4.682015
6.908083	5.722463
6.307380	6.762911
6.908083	7.803359
6.307380	8.843807
6.908083	9.884255
7.508786	0.520224
8.109489	1.560672
7.508786	2.601120
8.109489	3.641568
7.508786	4.682015
8.109489	5.722463
7.508786	6.762911
8.109489	7.803359
7.508786	8.843807
8.109489	9.884255
8.710191	0.520224
9.310894	1.560672
8.710191	2.601120
9.310894	3.641568
8.710191	4.682015
9.310894	5.722463
8.710191	6.762911
9.310894	7.803359
8.710191	8.843807
9.310894	9.884255
9.911597	0.520224
10.512300	1.560672
9.911597	2.601120
10.512300	3.641568
9.911597	4.682015
10.512300	5.722463
9.911597	6.762911
10.512300	7.803359
9.911597	8.843807
10.512300	9.884255
0.300351	0.520224
0.901054	1.560672
0.300351	2.601120
0.901054	3.641568
0.300351	4.682015
0.901054	5.722463
0.300351	6.762911
0.901054	7.803359
0.300351	8.843807
0.901054	9.884255
1.501757	0.520224
2.102460	1.560672
1.501757	2.601120
2.102460	3.641568
1.501757	4.682015
2.102460	5.722463
1.501757	6.762911
2.102460	7.803359
1.501757	8.843807
2.102460	9.884255
2.703163	0.520224
3.303866	1.560672
2.703163	2.601120
3.303866	3.641568
2.703163	4.682015
3.303866	5.722463
2.703163	6.762911
3.303866	7.803359
2.703163	8.843807
3.303866	9.884255
3.904569	0.520224
4.505271	1.560672
3.904569	2.601120
4.505271	3.641568
3.904569	4.682015
4.505271	5.722463
3.904569	6.762911
4.505271	7.803359
3.904569	8.843807
4.505271	9.884255
5.105974	0.520224
5.706677	1.560672
5.105974	2.601120
5.706677	3.641568
5.105974	4.682015
5.706677	5.722463
5.105974	6.762911
5.706677	7.803359
5.105974	8.843807
5.706677	9.884255
6.307380	0.520224
6.908083	1.560672
6.307380	2.601120
6.908083	3.641568
6.307380	4.682015
6.908083	5.722463
6.307380	6.762911
6.908083	7.803359
6.307380	8.843807
6.908083	9.884255
7.508786	0.520224
8.109489	1.560672
7.508786	2.601120
8.109489	3.641568
7.508786	4.682015
8.109489	5.722463
7.508786	6.762911
8.109489	7.803359
7.508786	8.843807
8.109489	9.884255
8.710191	0.520224
9.310894	1.560672
8.710191	2.601120
9.310894	3.641568
8.710191	4.682015
9.310894	5.722463
8.710191	6.762911
9.310894	7.803359
8.710191	8.843807
9.310894	9.884255
9.911597	0.520224
10.512300	1.560672
9.911597	2.601120
10.512300	3.641568
9.911597	4.682015
10.512300	5.722463
9.911597	6.762911
10.512300	7.803359
9.911597	8.843807
10.512300	9.884255
0.300351	0.520224
0.901054	1.560672
0.300351	2.601120
0.901054	3.641568
0.300351	4.682015
0.901054	5.722463
0.300351	6.762911
0.901054	7.803359
0.300351	8.843807
0.901054	9.884255
1.501757	0.520224
2.102460	1.560672
1.501757	2.601120
2.102460	3.641568
1.501757	4.682015
2.102460	5.722463
1.501757	6.762911
2.102460	7.803359
1.501757	8.843807
2.102460	9.884255
2.703163	0.520224
3.303866	1.560672
2.703163	2.601120
3.303866	3.641568
2.703163	4.682015
3.303866	5.722463
2.703163	6.762911
3.303866	7.803359
2.703163	8.843807
3.303866	9.884255
3.904569	0.520224
4.505271	1.560672
3.904569	2.601120
4.505271	3.641568
3.904569	4.682015
4.505271	5.722463
3.904569	6.762911
4.505271	7.803359
3.904569	8.843807
4.505271	9.884255
5.105974	0.520224
5.706677	1.560672
5.105974	2.601120
5.706677	3.641568
5.105974	4.682015
5.706677	5.722463
5.105974	6.762911
5.706677	7.803359
5.105974	8.843807
5.706677	9.884255
6.307380	0.520224
6.908083	1.560672
6.307380	2.601120
6.908083	3.641568
6.307380	4.682015
6.908083	5.722463
6.307380	6.762911
6.908083	7.803359
6.307380	8.843807
6.908083	9.884255
7.508786	0.520224
8.109489	1.560672
7.508786	2.601120
8.109489	3.641568
7.508786	4.682015
8.109489	5.722463
7.508786	6.762911
8.109489	7.803359
7.508786	8.843807
8.109489	9.884255
8.710191	0.520224
9.310894	1.560672
8.710191	2.601120
9.310894	3.641568
8.710191	4.682015
9.310894	5.722463
8.710191	6.762911
9.310894	7.803359
8.710191	8.843807
9.310894	9.884255
9.911597	0.520224
10.512300	1.560672
9.911597	2.601120
10.512300	3.641568
9.911597	4.682015
10.512300	5.722463
9.911597	6.762911
10.512300	7.803359
9.911597	8.843807
10.512300	9.884255
0.300351	0.520224
0.901054	1.560672
0.300351	2.601120
0.901054	3.641568
0.300351	4.682015
0.901054	5.722463
0.300351	6.762911
0.901054	7.803359
0.300351	8.843807
0.901054	9.884255
1.501757	0.520224
2.102460	1.560672
1.501757	2.601120
2.102460	3.641568
1.501757	4.682015
2.102460	5.722463
1.501757	6.762911
2.102460	7.803359
1.501757	8.843807
2.102460	9.884255
2.703163	0.520224
3.303866	1.560672
2.703163	2.601120
3.303866	3.641568
2.703163	4.682015
3.303866	5.722463
2.703163	6.762911
3.303866	7.803359
2.703163	8.843807
3.303866	9.884255
3.904569	0.520224
4.505271	1.560672
3.904569	2.601120
4.505271	3.641568
3.904569	4.682015
4.505271	5.722463
3.904569	6.762911
4.505271	7.803359
3.904569	8.843807
4.505271	9.884255
5.105974	0.520224
5.706677	1.560672
5.105974	2.601120
5.706677	3.641568
5.105974	4.682015
5.706677	5.722463
5.105974	6.762911
5.706677	7.803359
5.105974	8.843807
5.706677	9.884255
6.307380	0.520224
6.908083	1.560672
6.307380	2.601120
6.908083	3.641568
6.307380	4.682015
6.908083	5.722463
6.307380	6.762911
6.908083	7.803359
6.307380	8.843807
6.908083	9.884255
7.508786	0.520224
8.109489	1.560672
7.508786	2.601120
8.109489	3.641568
7.508786	4.682015
8.109489	5.722463
7.508786	6.762911
8.109489	7.803359
7.508786	8.843807
8.109489	9.884255
8.710191	0.520224
9.310894	1.560672
8.710191	2.601120
9.310894	3.641568
8.710191	4.682015
9.310894	5.722463
8.710191	6.762911
9.310894	7.803359
8.710191	8.843807
9.310894	9.884255
9.911597	0.520224
10.512300	1.560672
9.911597	2.601120
10.512300	3.641568
9.911597	4.682015
10.512300	5.722463
9.911597	6.762911
10.512300	7.803359
9.911597	8.843807
10.512300	9.884255
0.300351	0.520224
0.901054	1.560672
0.300351	2.601120
0.901054	3.641568
0.300351	4.682015
0.901054	5.722463
0.300351	6.762911
0.901054	7.803359
0.300351	8.843807
0.901054	9.884255
1.501757	0.520224
2.102460	1.560672
1.501757	2.601120
2.102460	3.641568
1.501757	4.682015
2.102460	5.722463
1.501757	6.762911
2.102460	7.803359
1.501757	8.843807
2.102460	9.884255
2.703163	0.520224
3.303866	1.560672
2.703163	2.601120
3.303866	3.641568
2.703163	4.682015
3.303866	5.722463
2.703163	6.762911
3.303866	7.803359
2.703163	8.843807
3.303866	9.884255
3.904569	0.520224
4.505271	1.560672
3.904569	2.601120
4.505271	3.641568
3.904569	4.682015
4.505271	5.722463
3.904569	6.762911
4.505271	7.803359
3.904569	8.843807
4.505271	9.884255
5.105974	0.520224
5.706677	1.560672
5.105974	2.601120
5.706677	3.641568
5.105974	4.682015
5.706677	5.722463
5.105974	6.762911
5.706677	7.803359
5.105974	8.843807
5.706677	9.884255
6.307380	0.520224
6.908083	1.560672
6.307380	2.601120
6.908083	3.641568
6.307380	4.682015
6.908083	5.722463
6.307380	6.762911
6.908083	7.803359
6.307380	8.843807
6.908083	9.884255
7.508786	0.520224
8.109489	1.560672
7.508786	2.601120
8.109489	3.641568
7.508786	4.682015
8.109489	5.722463
7.508786	6.762911
8.109489	7.803359
7.508786	8.843807
8.109489	9.884255
8.710191	0.520224
9.310894	1.560672
8.710191	2.601120
9.310894	3.641568
8.710191	4.682015
9.310894	5.722463
8.710191	6.762911
9.310894	7.803359
8.710191	8.843807
9.310894	9.884255
9.911597	0.520224
10.512300	1.560672
9.911597	2.601120
10.512300	3.641568
9.911597	4.682015
10.512300	5.722463
9.911597	6.762911
10.512300	7.803359
9.911597	8.843807
10.512300	9.884255
0.300351	0.520224
0.901054	1.560672
0.300351	2.601120
0.901054	3.641568
0.300351	4.682015
0.901054	5.722463
0.300351	6.762911
0.901054	7.803359
0.300351	8.843807
0.901054	9.884255
1.501757	0.520224
2.102460	1.560672
1.501757	2.601120
2.102460	3.641568
1.501757	4.682015
2.102460	5.722463
1.501757	6.762911
2.102460	7.803359
1.501757	8.843807
2.102460	9.884255
2.703163	0.520224
3.303866	1.560672
2.703163	2.601120
3.303866	3.641568
2.703163	4.682015
3.303866	5.722463
2.703163	6.762911
3.303866	7.803359
2.703163	8.843807
3.303866	9.884255
3.904569	0.520224
4.505271	1.560672
3.904569	2.601120
4.505271	3.641568
3.904569	4.682015
4.505271	5.722463
3.904569	6.762911
4.505271	7.803359
3.904569	8.843807
4.505271	9.884255
5.105974	0.520224
5.706677	1.560672
5.105974	2.601120
5.706677	3.641568
5.105974	4.682015
5.706677	5.722463
5.105974	6.762911
5.706677	7.803359
5.105974	8.843807
5.706677	9.884255
6.307380	0.520224
6.908083	1.560672
6.307380	2.601120
6.908083	3.641568
6.307380	4.682015
6.908083	5.722463
6.307380	6.762911
6.908083	7.803359
6.307380	8.843807
6.908083	9.884255
7.508786	0.520224
8.109489	1.560672
7.508786	2.601120
8.109489	3.641568
7.508786	4.682015
8.109489	5.722463
7.508786	6.762911
8.109489	7.803359
7.508786	8.843807
8.109489	9.884255
8.710191	0.520224
9.310894	1.560672
8.710191	2.601120
9.310894	3.641568
8.710191	4.682015
9.310894	5.722463
8.710191	6.762911
9.310894	7.803359
8.710191	8.843807
9.310894	9.884255
9.911597	0.520224
10.512300	1.560672
9.911597	2.601120
10.512300	3.641568
9.911597	4.682015
10.512300	5.722463
9.911597	6.762911
10.512300	7.803359
9.911597	8.843807
10.512300	9.884255
0.300351	0.520224
0.901054	1.560672
0.300351	2.601120
0.901054	3.641568
0.300351	4.682015
0.901054	5.722463
0.300351	6.762911
0.901054	7.803359
0.300351	8.843807
0.901054	9.884255
1.501757	0.520224
2.102460	1.560672
1.501757	2.601120
2.102460	3.641568
1.501757	4.682015
2.102460	5.722463
1.501757	6.762911
2.102460	7.803359
1.501757	8.843807
2.102460	9.884255
2.703163	0.520224
3.303866	1.560672
2.703163	2.601120
3.303866	3.641568
2.703163	4.682015
3.303866	5.722463
2.703163	6.762911
3.303866	7.803359
2.703163	8.843807
3.303866	9.884255
3.904569	0.520224
4.505271	1.560672
3.904569	2.601120
4.505271	3.641568
3.904569	4.682015
4.505271	5.722463
3.904569	6.762911
4.505271	7.803359
3.904569	8.843807
4.505271	9.884255
5.105974	0.520224
5.706677	1.560672
5.105974	2.601120
5.706677	3.641568
5.105974	4.682015
5.706677	5.722463
5.105974	6.762911
5.706677	7.803359
5.105974	8.843807
5.706677	9.884255
6.307380	0.520224
6.908083	1.560672
6.307380	2.601120
6.908083	3.641568
6.307380	4.682015
6.908083	5.722463
6.307380	6.762911
6.908083	7.803359
6.307380	8.843807
6.908083	9.884255
7.508786	0.520224
8.109489	1.560672
7.508786	2.601120
8.109489	3.641568
7.508786	4.682015
8.109489	5.722463
7.508786	6.762911
8.109489	7.803359
7.508786	8.843807
8.109489	9.884255
8.710191	0.520224
9.310894	1.560672
8.710191	2.601120
9.310894	3.641568
8.710191	4.682015
9.310894	5.722463
8.710191	6.762911
9.310894	7.803359
8.710191	8.843807
9.310894	9.884255
9.911597	0.520224
10.512300	1.560672
9.911597	2.601120
10.512300	3.641568
9.911597	4.682015
10.512300	5.722463
9.911597	6.762911
10.512300	7.803359
9.911597	8.843807
10.512300	9.884255
0.300351	0.520224
0.901054	1.560672
0.300351	2.601120
0.901054	3.641568
0.300351	4.682015
0.901054	5.722463
0.300351	6.762911
0.901054	7.803359
0.300351	8.843807
0.901054	9.884255
1.501757	0.520224
2.102460	1.560672
1.501757	2.601120
2.102460	3.641568
1.501757	4.682015
2.102460	5.722463
1.501757	6.762911
2.102460	7.803359
1.501757	8.843807
2.102460	9.884255
2.703163	0.520224
3.303866	1.560672
2.703163	2.601120
3.303866	3.641568
2.703163	4.682015
3.303866	5.722463
2.703163	6.762911
3.303866	7.803359
2.703163	8.843807
3.303866	9.884255
3.904569	0.520224
4.505271	1.560672
3.904569	2.601120
4.505271	3.641568
3.904569	4.682015
4.505271	5.722463
3.904569	6.762911
4.505271	7.803359
3.904569	8.843807
4.505271	9.884255
5.105974	0.520224
5.706677	1.560672
5.105974	2.601120
5.706677	3.641568
5.105974	4.682015
5.706677	5.722463
5.105974	6.762911
5.706677	7.803359
5.105974	8.843807
5.706677	9.884255
6.307380	0.520224
6.908083	1.560672
6.307380	2.601120
6.908083	3.641568
6.307380	4.682015
6.908083	5.722463
6.307380	6.762911
6.908083	7.803359
6.307380	8.843807
6.908083	9.884255
7.508786	0.520224
8.109489	1.560672
7.508786	2.601120
8.109489	3.641568
7.508786	4.682015
8.109489	5.722463
7.508786	6.762911
8.109489	7.803359
7.508786	8.843807
8.109489	9.884255
8.710191	0.520224
9.310894	1.560672
8.710191	2.601120
9.310894	3.641568
8.710191	4.682015
9.310894	5.722463
8.710191	6.762911
9.310894	7.803359
8.710191	8.843807
9.310894	9.884255
9.911597	0.520224
10.512300	1.560672
9.911597	2.601120
10.512300	3.641568
9.911597	4.682015
10.512300	5.722463
9.911597	6.762911
10.512300	7.803359
9.911597	8.843807
10.512300	9.884255
0.300351	0.520224
0.901054	1.560672
0.300351	2.601120
0.901054	3.641568
0.300351	4.682015
0.901054	5.722463
0.300351	6.762911
0.901054	7.803359
0.300351	8.843807
0.901054	9.884255
1.501757	0.520224
2.102460	1.560672
1.501757	2.601120
2.102460	3.641568
1.501757	4.682015
2.102460	5.722463
1.501757	6.762911
2.102460	7.803359
1.501757	8.843807
2.102460	9.884255
2.703163	0.520224
3.303866	1.560672
2.703163	2.601120
3.303866	3.641568
2.703163	4.682015
3.303866	5.722463
2.703163	6.762911
3.303866	7.803359
2.703163	8.843807
3.303866	9.884255
3.904569	0.520224
4.505271	1.560672
3.904569	2.601120
4.505271	3.641568
3.904569	4.682015
4.505271	5.722463
3.904569	6.762911
4.505271	7.803359
3.904569	8.843807
4.505271	9.884255
5.105974	0.520224
5.706677	1.560672
5.105974	2.601120
5.706677	3.641568
5.105974	4.682015
5.706677	5.722463
5.105974	6.762911
5.706677	7.803359
5.105974	8.843807
5.706677	9.884255
6.307380	0.520224
6.908083	1.560672
6.307380	2.601120
6.908083	3.641568
6.307380	4.682015
6.908083	5.722463
6.307380	6.762911
6.908083	7.803359
6.307380	8.843807
6.908083	9.884255
7.508786	0.520224
8.109489	1.560672
7.508786	2.601120
8.109489	3.641568
7.508786	4.682015
8.109489	5.722463
7.508786	6.762911
8.109489	7.803359
7.508786	8.843807
8.109489	9.884255
8.710191	0.520224
9.310894	1.560672
8.710191	2.601120
9.310894	3.641568
8.710191	4.682015
9.310894	5.722463
8.710191	6.762911
9.310894	7.803359
8.710191	8.843807
9.310894	9.884255
9.911597	0.520224
10.512300	1.560672
9.911597	2.601120
10.512300	3.641568
9.911597	4.682015
10.512300	5.722463
9.911597	6.762911
10.512300	7.803359
9.911597	8.843807
10.512300	9.884255
0.300351	0.520224
0.901054	1.560672
0.300351	2.601120
0.901054	3.641568
0.300351	4.682015
0.901054	5.722463
0.300351	6.762911
0.901054	7.803359
0.300351	8.843807
0.901054	9.884255
1.501757	0.520224
2.102460	1.560672
1.501757	2.601120
2.102460	3.641568
1.501757	4.682015
2.102460	5.722463
1.501757	6.762911
2.102460	7.803359
1.501757	8.843807
2.102460	9.884255
2.703163	0.520224
3.303866	1.560672
2.703163	2.601120
3.303866	3.641568
2.703163	4.682015
3.303866	5.722463
2.703163	6.762911
3.303866	7.803359
2.703163	8.843807
3.303866	9.884255
3.904569	0.520224
4.505271	1.560672
3.904569	2.601120
4.505271	3.641568
3.904569	4.682015
4.505271	5.722463
3.904569	6.762911
4.505271	7.803359
3.904569	8.843807
4.505271	9.884255
5.105974	0.520224
5.706677	1.560672
5.105974	2.601120
5.706677	3.641568
5.105974	4.682015
5.706677	5.722463
5.105974	6.762911
5.706677	7.803359
5.105974	8.843807
5.706677	9.884255
6.307380	0.520224
6.908083	1.560672
6.307380	2.601120
6.908083	3.641568
6.307380	4.682015
6.908083	5.722463
6.307380	6.762911
6.908083	7.803359
6.307380	8.843807
6.908083	9.884255
7.508786	0.520224
8.109489	1.560672
7.508786	2.601120
8.109489	3.641568
7.508786	4.682015
8.109489	5.722463
7.508786	6.762911
8.109489	7.803359
7.508786	8.843807
8.109489	9.884255
8.710191	0.520224
9.310894	1.560672
8.710191	2.601120
9.310894	3.641568
8.710191	4.682015
9.310894	5.722463
8.710191	6.762911
9.310894	7.803359
8.710191	8.843807
9.310894	9.884255
9.911597	0.520224
10.512300	1.560672
9.911597	2.601120
10.512300	3.641568
9.911597	4.682015
10.512300	5.722463
9.911597	6.762911
10.512300	7.803359
9.911597	8.843807
10.512300	9.884255
0.300351	0.520224
0.901054	1.560672
0.300351	2.601120
0.901054	3.641568
0.300351	4.682015
0.901054	5.722463
0.300351	6.762911
0.901054	7.803359
0.300351	8.843807
0.901054	9.884255
1.501757	0.520224
2.102460	1.560672
1.501757	2.601120
2.102460	3.641568
1.501757	4.682015
2.102460	5.722463
1.501757	6.762911
2.102460	7.803359
1.501757	8.843807
2.102460	9.884255
2.703163	0.520224
3.303866	1.560672
2.703163	2.601120
3.303866	3.641568
2.703163	4.682015
3.303866	5.722463
2.703163	6.762911
3.303866	7.803359
2.703163	8.843807
3.303866	9.884255
3.904569	0.520224
4.505271	1.560672
3.904569	2.601120
4.505271	3.641568
3.904569	4.682015
4.505271	5.722463
3.904569	6.762911
4.505271	7.803359
3.904569	8.843807
4.505271	9.884255
5.105974	0.520224
5.706677	1.560672
5.105974	2.601120
5.706677	3.641568
5.105974	4.682015
5.706677	5.722463
5.105974	6.762911
5.706677	7.803359
5.105974	8.843807
5.706677	9.884255
6.307380	0.520224
6.908083	1.560672
6.307380	2.601120
6.908083	3.641568
6.307380	4.682015
6.908083	5.722463
6.307380	6.762911
6.908083	7.803359
6.307380	8.843807
6.908083	9.884255
7.508786	0.520224
8.109489	1.560672
7.508786	2.601120
8.109489	3.641568
7.508786	4.682015
8.109489	5.722463
7.508786	6.762911
8.109489	7.803359
7.508786	8.843807
8.109489	9.884255
8.710191	0.520224
9.310894	1.560672
8.710191	2.601120
9.310894	3.641568
8.710191	4.682015
9.310894	5.722463
8.710191	6.762911
9.310894	7.803359
8.710191	8.843807
9.310894	9.884255
9.911597	0.520224
10.512300	1.560672
9.911597	2.601120
10.512300	3.641568
9.911597	4.682015
10.512300	5.722463
9.911597	6.762911
10.512300	7.803359
9.911597	8.843807
10.512300	9.884255
0.300351	0.520224
0.901054	1.560672
0.300351	2.601120
0.901054	3.641568
0.300351	4.682015
0.901054	5.722463
0.300351	6.762911
0.901054	7.803359
0.300351	8.843807
0.901054	9.884255
1.501757	0.520224
2.102460	1.560672
1.501757	2.601120
2.102460	3.641568
1.501757	4.682015
2.102460	5.722463
1.501757	6.762911
2.102460	7.803359
1.501757	8.843807
2.102460	9.884255
2.703163	0.520224
3.303866	1.560672
2.703163	2.601120
3.303866	3.641568
2.703163	4.682015
3.303866	5.722463
2.703163	6.762911
3.303866	7.803359
2.703163	8.843807
3.303866	9.884255
3.904569	0.520224
4.505271	1.560672
3.904569	2.601120
4.505271	3.641568
3.904569	4.682015
4.505271	5.722463
3.904569	6.762911
4.505271	7.803359
3.904569	8.843807
4.505271	9.884255
5.105974	0.520224
5.706677	1.560672
5.105974	2.601120
5.706677	3.641568
5.105974	4.682015
5.706677	5.722463
5.105974	6.762911
5.706677	7.803359
5.105974	8.843807
5.706677	9.884255
6.307380	0.520224
6.908083	1.560672
6.307380	2.601120
6.908083	3.641568
6.307380	4.682015
6.908083	5.722463
6.307380	6.762911
6.908083	7.803359
6.307380	8.843807
6.908083	9.884255
7.508786	0.520224
8.109489	1.560672
7.508786	2.601120
8.109489	3.641568
7.508786	4.682015
8.109489	5.722463
7.508786	6.762911
8.109489	7.803359
7.508786	8.843807
8.109489	9.884255
8.710191	0.520224
9.310894	1.560672
8.710191	2.601120
9.310894	3.641568
8.710191	4.682015
9.310894	5.722463
8.710191	6.762911
9.310894	7.803359
8.710191	8.843807
9.310894	9.884255
9.911597	0.520224
10.512300	1.560672
9.911597	2.601120
10.512300	3.641568
9.911597	4.682015
10.512300	5.722463
9.911597	6.762911
10.512300	7.803359
9.911597	8.843807
10.512300	9.884255
0.300351	0.520224
0.901054	1.560672
0.300351	2.601120
0.901054	3.641568
0.300351	4.682015
0.901054	5.722463
0.300351	6.762911
0.901054	7.803359
0.300351	8.843807
0.901054	9.884255
1.501757	0.520224
2.102460	1.560672
1.501757	2.601120
2.102460	3.641568
1.501757	4.682015
2.102460	5.722463
1.501757	6.762911
2.102460	7.803359
1.501757	8.843807
2.102460	9.884255
2.703163	0.520224
3.303866	1.560672
2.703163	2.601120
3.303866	3.641568
2.703163	4.682015
3.303866	5.722463
2.703163	6.762911
3.303866	7.803359
2.703163	8.843807
3.303866	9.884255
3.904569	0.520224
4.505271	1.560672
3.904569	2.601120
4.505271	3.641568
3.904569	4.682015
4.505271	5.722463
3.904569	6.762911
4.505271	7.803359
3.904569	8.843807
4.505271	9.884255
5.105974	0.520224
5.706677	1.560672
5.105974	2.601120
5.706677	3.641568
5.105974	4.682015
5.706677	5.722463
5.105974	6.762911
5.706677	7.803359
5.105974	8.843807
5.706677	9.884255
6.307380	0.520224
6.908083	1.560672
6.307380	2.601120
6.908083	3.641568
6.307380	4.682015
6.908083	5.722463
6.307380	6.762911
6.908083	7.803359
6.307380	8.843807
6.908083	9.884255
7.508786	0.520224
8.109489	1.560672
7.508786	2.601120
